# nan
nan nan nan nan -1.230902458817282078e+90
nan nan nan nan 1.847790634595143297e+34
nan nan nan nan -1.543469000183726410e+23
inf 0.000000000000000000e+00 -inf -inf 1.000175054720904066e+00
6.658450882553057458e+54 1.078880597919693920e-44 -7.015401828176761271e+37 -7.016609475261025273e+37 1.000172142254120544e+00
3.749781735279319719e+02 1.753458062630485892e+08 3.470789895280987025e+01 3.471378027639784847e+01 1.000169452020013505e+00
3.749626875473381347e+02 1.754893018133179843e+08 3.438838942199279813e+01 3.439412915585621988e+01 1.000166909063201270e+00
3.749477549437875723e+02 1.756307419817390740e+08 3.407366057438264306e+01 3.407926479258375707e+01 1.000164473617059180e+00
3.749332918873951144e+02 1.757702397623794675e+08 3.376350906703380161e+01 3.376898289449488288e+01 1.000162122587738622e+00
3.749192442183424987e+02 1.759078768568691611e+08 3.345777662609093994e+01 3.346312457029286236e+01 1.000159841589645549e+00
3.749055745095463408e+02 1.760437165650743544e+08 3.315633247321902388e+01 3.316155861177828967e+01 1.000157621129040386e+00
3.748922553496018395e+02 1.761778106776215732e+08 3.285906371592835029e+01 3.286417180926484605e+01 1.000155454622221107e+00
3.748792656280125470e+02 1.763102034053709209e+08 3.256586974348395813e+01 3.257086330600943569e+01 1.000153337299596545e+00
3.748665883725395247e+02 1.764409337386029661e+08 3.227665878519475484e+01 3.228154113231904176e+01 1.000151265568000047e+00
3.748542094349323293e+02 1.765700369256543219e+08 3.199134570376396169e+01 3.199611998418099290e+01 1.000149236623593119e+00
3.748421166623874115e+02 1.766975454341437519e+08 3.170985052751012390e+01 3.171451974618582526e+01 1.000147248208302031e+00
3.748302993582620957e+02 1.768234895959792435e+08 3.143209744216231272e+01 3.143666447725579616e+01 1.000145298451746267e+00
3.748187479209576622e+02 1.769478980524248183e+08 3.115801407818279500e+01 3.116248169389318434e+01 1.000143385765831505e+00
3.748074535958637057e+02 1.770707980690275431e+08 3.088753099371026778e+01 3.089190185031458569e+01 1.000141508772753873e+00
3.747964083009374576e+02 1.771922157635823190e+08 3.062058129032758202e+01 3.062485795223486562e+01 1.000139666254756365e+00
3.747856045013812718e+02 1.773121762746683657e+08 3.035710032108847400e+01 3.036128526346094603e+01 1.000137857118374551e+00
3.747750351177529637e+02 1.774307038886954486e+08 3.009702546394625600e+01 3.010112107826327232e+01 1.000136080368537517e+00
3.747646934572757687e+02 1.775478221374855638e+08 2.984029594242712946e+01 2.984430454125308430e+01 1.000134335089494009e+00
3.747545731615473414e+02 1.776635538745192289e+08 2.958685268100199295e+01 2.959077650214319632e+01 1.000132620430550956e+00
3.747446681660139802e+02 1.777779213355428278e+08 2.933663818636969722e+01 2.934047939655340898e+01 1.000130935595255011e+00
3.747349726680293998e+02 1.778909461875026822e+08 2.908959644837323211e+01 2.909335714654618599e+01 1.000129279833071205e+00
3.747254811012602431e+02 1.780026495686754286e+08 2.884567285598615527e+01 2.884935507630494556e+01 1.000127652432903025e+00
3.747161881148427369e+02 1.781130521220615208e+08 2.860481412505614074e+01 2.860841983962389889e+01 1.000126052717979386e+00
3.747070885561588511e+02 1.782221740235784054e+08 2.836696823530463618e+01 2.837049935669553591e+01 1.000124480041772790e+00
3.746981774563854515e+02 1.783300350061475635e+08 2.813208437472183832e+01 2.813554275832564144e+01 1.000122933784704182e+00
