# 25126347.57054488
1.032671440476614633e+00 6.314112658703187719e+01
9.996869404584425300e-01 5.743683404221670941e+01
1.032671440476614633e+00 -6.314112658703187719e+01
9.996869404584425300e-01 -5.743683404221670941e+01
9.999826507459851355e-01 -6.002435724810668916e+01
9.996935767657414429e-01 -5.942087171322214800e+01
9.996987735082527582e-01 -5.888780246822549458e+01
9.997023284232209317e-01 -5.834219341551192173e+01
9.997064376059697777e-01 -5.780426517911492112e+01
9.997104715145587184e-01 -5.727370447570059042e+01
9.997144318644273220e-01 -5.675041180777733985e+01
9.997183203243270588e-01 -5.623425510165758823e+01
9.997221385177955666e-01 -5.572510526812875753e+01
9.997258880245805113e-01 -5.522283612195130331e+01
9.997295703820090473e-01 -5.472732430387632974e+01
9.997331870863128689e-01 -5.423844920509327494e+01
9.997367395939019685e-01 -5.375609289402174795e+01
9.997402293225960968e-01 -5.328014004536470338e+01
9.997436576528119234e-01 -5.281047787134390603e+01
9.997470259287096761e-01 -5.234699605504071940e+01
9.997503354592979230e-01 -5.188958668576903221e+01
9.997535875195018296e-01 -5.143814419641115876e+01
9.997567833511935564e-01 -5.099256530264695186e+01
9.997599241641876855e-01 -5.055274894401241426e+01
9.997630111372020068e-01 -5.011859622672491099e+01
9.997660454187859980e-01 -4.969001036821470052e+01
9.997690281282177738e-01 -4.926689664330488938e+01
9.997719603563706148e-01 -4.884916233198388369e+01
9.997748431665495206e-01 -4.843671666871738068e+01
9.997776775953014505e-01 -4.802947079324766122e+01
9.997804646531966988e-01 -4.762733770283075785e+01
9.997832053255857332e-01 -4.723023220586397031e+01
9.997859005733297222e-01 -4.683807087685710258e+01
9.997885513335077468e-01 -4.645077201270400025e+01
9.997911585201003648e-01 -4.606825559021095273e+01
9.997937230246519702e-01 -4.569044322484093357e+01
9.997962457169090600e-01 -4.531725813063456343e+01
9.997987274454408491e-01 -4.494862508126944789e+01
9.998011690382372363e-01 -4.458447037222046561e+01
9.998035713032890071e-01 -4.422472178398687248e+01
9.998059350291496061e-01 -4.386930854635059518e+01
9.998082609854772596e-01 -4.351816130363393142e+01
9.998105499235616644e-01 -4.317121208092447660e+01
9.998128025768336924e-01 -4.282839425123616195e+01
9.998150196613576624e-01 -4.248964250357781225e+01
9.998172018763099578e-01 -4.215489281190013315e+01
9.998193499044413235e-01 -4.182408240489345985e+01
9.998214644125253958e-01 -4.149714973661039608e+01
9.998235460517932438e-01 -4.117403445788686156e+01
9.998255954583540328e-01 -4.085467738853776609e+01
9.998276132536034755e-01 -4.053902049030298116e+01
9.998296000446190712e-01 -4.022700684052006892e+01
9.998315564245428000e-01 -3.991858060650253037e+01
9.998334829729546014e-01 -3.961368702060165958e+01
9.998353802562307546e-01 -3.931227235593073743e+01
9.998372488278948200e-01 -3.901428390273230917e+01
9.998390892289555909e-01 -3.871966994536897744e+01
9.998409019882367188e-01 -3.842837973991859002e+01
9.998426876226955695e-01 -3.814036349235588830e+01
9.998444466377317541e-01 -3.785557233730384752e+01
9.998461795274884434e-01 -3.757395831733671798e+01
9.998478867751439125e-01 -3.729547436281924888e+01
9.998495688531927605e-01 -3.702007427226574521e+01
9.998512262237222448e-01 -3.674771269320430633e+01
9.998528593386777352e-01 -3.647834510353093407e+01
9.998544686401219517e-01 -3.621192779333921408e+01
9.998560545604850969e-01 -3.594841784721235456e+01
9.998576175228103269e-01 -3.568777312696378345e+01
9.998591579409891184e-01 -3.542995225481313781e+01
9.998606762199929721e-01 -3.517491459698530321e+01
9.998621727560952355e-01 -3.492262024772111317e+01
9.998636479370892616e-01 -3.467303001368685500e+01
9.998651021424989072e-01 -3.442610539877166786e+01
9.998665357437839241e-01 -3.418180858926233157e+01
9.998679491045388001e-01 -3.394010243938383553e+01
9.998693425806861601e-01 -3.370095045719668292e+01
9.998707165206657255e-01 -3.346431679083944744e+01
9.998720712656161691e-01 -3.323016621510832636e+01
9.998734071495539721e-01 -3.299846411836338689e+01
9.998747244995450645e-01 -3.276917648975289410e+01
9.998760236358744669e-01 -3.254226990674676756e+01
9.998773048722083834e-01 -3.231771152297050520e+01
9.998785685157540737e-01 -3.209546905633194314e+01
9.998798148674136188e-01 -3.187551077743196615e+01
9.998810442219354666e-01 -3.165780549825189283e+01
9.998822568680599820e-01 -3.144232256111028079e+01
9.998834530886618888e-01 -3.122903182788127197e+01
9.998846331608892690e-01 -3.101790366946772792e+01
9.998857973562975676e-01 -3.080890895552235875e+01
9.998869459409814864e-01 -3.060201904441021981e+01
9.998880791757022157e-01 -3.039720577340573371e+01
9.998891973160124458e-01 -3.019444144911841477e+01
9.998903006123761594e-01 -2.999369883814109983e+01
9.998913893102873152e-01 -2.979495115791469573e+01
9.998924636503843111e-01 -2.959817206780411780e+01
9.998935238685618954e-01 -2.940333566037914892e+01
9.998945701960791910e-01 -2.921041645289539801e+01
9.998956028596663881e-01 -2.901938937897007520e+01
9.998966220816269956e-01 -2.883022978044768436e+01
9.998976280799396488e-01 -2.864291339945000914e+01
9.998986210683546982e-01 -2.845741637060606166e+01
9.998996012564900226e-01 -2.827371521345798300e+01
9.999005688499240652e-01 -2.809178682503713276e+01
9.999015240502864277e-01 -2.791160847260682942e+01
9.999024670553455785e-01 -2.773315778656754560e+01
9.999033980590953385e-01 -2.755641275351976915e+01
9.999043172518384814e-01 -2.738135170948112318e+01
9.999052248202682236e-01 -2.720795333325374088e+01
9.999061209475483825e-01 -2.703619663993788791e+01
9.999070058133899819e-01 -2.686606097458830789e+01
9.999078795941279685e-01 -2.669752600600979164e+01
9.999087424627944864e-01 -2.653057172068825764e+01
9.999095945891909309e-01 -2.636517841685409635e+01
9.999104361399580032e-01 -2.620132669867466291e+01
9.999112672786438782e-01 -2.603899747057256064e+01
9.999120881657720394e-01 -2.587817193166633700e+01
9.999128989589045613e-01 -2.571883157033118650e+01
9.999136998127073905e-01 -2.556095815887630707e+01
9.999144908790111863e-01 -2.540453374833587219e+01
9.999152723068719384e-01 -2.524954066337160796e+01
9.999160442426305861e-01 -2.509596149728340819e+01
9.999168068299695289e-01 -2.494377910712586299e+01
9.999175602099696913e-01 -2.479297660892785515e+01
9.999183045211643694e-01 -2.464353737301329517e+01
9.999190398995940754e-01 -2.449544501941980812e+01
9.999197664788571638e-01 -2.434868341341345399e+01
9.999204843901620121e-01 -2.420323666109735683e+01
9.999211937623763147e-01 -2.405908910511153209e+01
9.999218947220755993e-01 -2.391622532042208960e+01
9.999225873935904119e-01 -2.377463011019763073e+01
9.999232718990532787e-01 -2.363428850177079710e+01
9.999239483584435595e-01 -2.349518574268284965e+01
9.999246168896314124e-01 -2.335730729680940243e+01
9.999252776084212035e-01 -2.322063884056550620e+01
9.999259306285932514e-01 -2.308516625918823451e+01
9.999265760619457932e-01 -2.295087564309465478e+01
9.999272140183340651e-01 -2.281775328431371008e+01
9.999278446057102698e-01 -2.268578567299055848e+01
9.999284679301619905e-01 -2.255495949396113886e+01
9.999290840959492721e-01 -2.242526162339554219e+01
9.999296932055412590e-01 -2.229667912550898023e+01
9.999302953596524990e-01 -2.216919924933826991e+01
9.999308906572769162e-01 -2.204280942558266077e+01
9.999314791957233384e-01 -2.191749726350772676e+01
9.999320610706476931e-01 -2.179325054790998450e+01
9.999326363760862035e-01 -2.167005723614218837e+01
9.999332052044870300e-01 -2.154790545519702505e+01
9.999337676467421332e-01 -2.142678349884803879e+01
9.999343237922168059e-01 -2.130667982484664691e+01
9.999348737287800937e-01 -2.118758305217406956e+01
9.999354175428336600e-01 -2.106948195834670656e+01
9.999359553193407635e-01 -2.095236547677389183e+01
9.999364871418535694e-01 -2.083622269416709116e+01
9.999370130925406830e-01 -2.072104284799877405e+01
9.999375332522136839e-01 -2.060681532401053673e+01
9.999380477003532164e-01 -2.049352965376941427e+01
9.999385565151349686e-01 -2.038117551227047386e+01
9.999390597734534314e-01 -2.026974271558548324e+01
9.999395575509478773e-01 -2.015922121855668792e+01
9.999400499220247873e-01 -2.004960111253402388e+01
9.999405369598820537e-01 -1.994087262315562015e+01
9.999410187365317393e-01 -1.983302610816993550e+01
9.999414953228220604e-01 -1.972605205529930217e+01
9.999419667884595908e-01 -1.961994108014342331e+01
9.999424332020306894e-01 -1.951468392412235175e+01
9.999428946310219279e-01 -1.941027145245796248e+01
9.999433511418415188e-01 -1.930669465219289904e+01
9.999438027998386325e-01 -1.920394463024666365e+01
9.999442496693230487e-01 -1.910201261150777441e+01
9.999446918135851403e-01 -1.900088993696096651e+01
9.999451292949137482e-01 -1.890056806184912830e+01
9.999455621746148326e-01 -1.880103855386954592e+01
9.999459905130304582e-01 -1.870229309140234619e+01
9.999464143695548923e-01 -1.860432346177213958e+01
9.999468338026531455e-01 -1.850712155954140670e+01
9.999472488698774031e-01 -1.841067938483451627e+01
9.999476596278834561e-01 -1.831498904169254871e+01
9.999480661324473552e-01 -1.822004273645805128e+01
9.999484684384812860e-01 -1.812583277618872657e+01
9.999488666000484471e-01 -1.803235156709973808e+01
9.999492606703790365e-01 -1.793959161303459027e+01
9.999496507018854619e-01 -1.784754551396266464e+01
9.999500367461756634e-01 -1.775620596450388788e+01
9.999504188540687677e-01 -1.766556575248045391e+01
9.999507970756088548e-01 -1.757561775749326927e+01
9.999511714600779477e-01 -1.748635494952426939e+01
9.999515420560105561e-01 -1.739777038756349370e+01
9.999519089112060000e-01 -1.730985721826032986e+01
9.999522720727421765e-01 -1.722260867459865352e+01
9.999526315869874393e-01 -1.713601807459488668e+01
9.999529874996135881e-01 -1.705007882001949682e+01
9.999533398556079700e-01 -1.696478439514044823e+01
9.999536886992852480e-01 -1.688012836548842799e+01
9.999540340742988365e-01 -1.679610437664429057e+01
9.999543760236533352e-01 -1.671270615304688079e+01
9.999547145897146327e-01 -1.662992749682161175e+01
9.999550498142218968e-01 -1.654776228662965210e+01
9.999553817382973442e-01 -1.646620447653659625e+01
9.999557104024580090e-01 -1.638524809490071021e+01
9.999560358466250687e-01 -1.630488724328032646e+01
9.999563581101349463e-01 -1.622511609535987631e+01
9.999566772317486363e-01 -1.614592889589409808e+01
9.999569932496614744e-01 -1.606731995967044568e+01
9.999573062015132408e-01 -1.598928367048922006e+01
9.999576161243971528e-01 -1.591181448016074462e+01
9.999579230548693021e-01 -1.583490690751941266e+01
9.999582270289577579e-01 -1.575855553745466331e+01
9.999585280821712274e-01 -1.568275501995816867e+01
9.999588262495079372e-01 -1.560750006918691213e+01
9.999591215654636267e-01 -1.553278546254209758e+01
9.999594140640413187e-01 -1.545860603976325365e+01
9.999597037787577580e-01 -1.538495670203763588e+01
9.999599907426530709e-01 -1.531183241112435489e+01
9.999602749882975372e-01 -1.523922818849294103e+01
9.999605565477998059e-01 -1.516713911447646979e+01
9.999608354528145560e-01 -1.509556032743827458e+01
9.999611117345498235e-01 -1.502448702295251692e+01
9.999613854237744404e-01 -1.495391445299853928e+01
9.999616565508254729e-01 -1.488383792516789939e+01
9.999619251456146607e-01 -1.481425280188470239e+01
9.999621912376356336e-01 -1.474515449963869251e+01
9.999624548559710169e-01 -1.467653848823061402e+01
9.999627160292986483e-01 -1.460840029002996054e+01
9.999629747858985729e-01 -1.454073547924471654e+01
9.999632311536589269e-01 -1.447353968120299328e+01
9.999634851600829322e-01 -1.440680857164615247e+01
9.999637368322945585e-01 -1.434053787603323116e+01
9.999639861970445187e-01 -1.427472336885673343e+01
9.999642332807167078e-01 -1.420936087296935035e+01
9.999644781093341983e-01 -1.414444625892113550e+01
9.999647207085639034e-01 -1.407997544430778802e+01
9.999649611037233488e-01 -1.401594439312874663e+01
9.999651993197861133e-01 -1.395234911515589005e+01
9.999654353813864915e-01 -1.388918566531207333e+01
9.999656693128256002e-01 -1.382645014305934339e+01
9.999659011380762630e-01 -1.376413869179715554e+01
9.999661308807886728e-01 -1.370224749826976129e+01
9.999663585642947217e-01 -1.364077279198280834e+01
9.999665842116129966e-01 -1.357971084462949207e+01
9.999668078454548859e-01 -1.351905796952556216e+01
9.999670294882277988e-01 -1.345881052105254660e+01
9.999672491620407166e-01 -1.339896489411034430e+01
9.999674668887087448e-01 -1.333951752357831566e+01
9.999676826897576642e-01 -1.328046488378417500e+01
9.999678965864282620e-01 -1.322180348798138994e+01
9.999681085996807717e-01 -1.316352988783478217e+01
9.999683187501992032e-01 -1.310564067291385015e+01
9.999685270583954511e-01 -1.304813247019398936e+01
9.999687335444141789e-01 -1.299100194356514137e+01
9.999689382281353733e-01 -1.293424579334816471e+01
9.999691411291802279e-01 -1.287786075581859357e+01
9.999693422669135856e-01 -1.282184360273746648e+01
9.999695416604484910e-01 -1.276619114088946105e+01
9.999697393286502978e-01 -1.271090021162792283e+01
9.999699352901394445e-01 -1.265596769042677927e+01
9.999701295632964504e-01 -1.260139048643910975e+01
9.999703221662641361e-01 -1.254716554206276591e+01
9.999705131169522865e-01 -1.249328983251209024e+01
9.999707024330405369e-01 -1.243976036539613439e+01
9.999708901319822596e-01 -1.238657418030335222e+01
9.999710762310072276e-01 -1.233372834839227039e+01
9.999712607471259451e-01 -1.228121997198861237e+01
9.999714436971317566e-01 -1.222904618418797540e+01
9.999716250976051768e-01 -1.217720414846464827e+01
9.999718049649163332e-01 -1.212569105828626093e+01
9.999719833152282966e-01 -1.207450413673381462e+01
9.999721601644999680e-01 -1.202364063612781742e+01
9.999723355284892978e-01 -1.197309783765957825e+01
9.999725094227560618e-01 -1.192287305102777850e+01
9.999726818626651914e-01 -1.187296361408073508e+01
