   1.10081E+03   1.11174E+05   9.32131E-10   2.55262E+01   5.00000E-01   4.42701E-15   3.15621E-24   4.34206E-06   4.91847E-23   1.50007E-17   2.54701E-20   4.90208E-19   3.89987E-22   2.69176E-04   3.39991E-10   6.01129E-24   9.47854E-24   1.05969E-16   1.27704E-24   7.19478E-20   1.75952E-15   1.00000E-30
   1.83466E+03   5.52702E+04   2.95342E-10   2.55168E+01   5.00000E-01   1.40615E-14   9.91267E-24   7.61428E-06   1.55232E-22   2.92365E-17   8.15098E-20   1.58461E-18   1.16908E-21   2.69175E-04   6.57657E-10   2.05410E-23   3.23890E-23   2.04311E-16   4.02547E-24   2.24285E-19   3.10773E-15   1.00000E-30
   2.56852E+03   3.55101E+04   1.38529E-10   2.55296E+01   5.00000E-01   3.01582E-14   2.10253E-23   1.09605E-05   3.30952E-22   4.66256E-17   1.76283E-19   3.46462E-18   2.37385E-21   2.69175E-04   1.03982E-09   4.71719E-23   7.43808E-23   3.22077E-16   8.57038E-24   4.72088E-19   4.51302E-15   1.00000E-30
   3.30237E+03   2.56168E+04   7.86987E-11   2.55256E+01   5.00000E-01   5.34171E-14   3.68134E-23   1.43370E-05   5.82555E-22   6.72286E-17   3.14862E-19   6.25643E-18   3.99111E-21   2.69175E-04   1.48648E-09   8.89620E-23   1.40276E-22   4.58912E-16   1.50634E-23   8.20158E-19   5.95255E-15   1.00000E-30
   4.03623E+03   1.97506E+04   5.01050E-11   2.55273E+01   5.00000E-01   8.44039E-14   5.75080E-23   1.77066E-05   9.15004E-22   9.11088E-17   5.01870E-19   1.00857E-17   6.00684E-21   2.69175E-04   1.99634E-09   1.48908E-22   2.34801E-22   6.14341E-16   2.36215E-23   1.27120E-18   7.41747E-15   1.00000E-30
   4.77008E+03   1.59017E+04   3.44067E-11   2.55281E+01   5.00000E-01   1.23633E-13   8.32831E-23   2.10521E-05   1.33248E-21   1.18333E-16   7.41701E-19   1.50775E-17   8.40779E-21   2.69175E-04   2.56882E-09   2.29955E-22   3.62599E-22   7.87970E-16   3.43398E-23   1.82657E-18   8.90005E-15   1.00000E-30
   5.50394E+03   1.31990E+04   2.49351E-11   2.55188E+01   5.00000E-01   1.71599E-13   1.14272E-22   2.43664E-05   1.83862E-21   1.48975E-16   1.03864E-18   2.13577E-17   1.11821E-20   2.69175E-04   3.20396E-09   3.35001E-22   5.28242E-22   9.79479E-16   4.72976E-23   2.48666E-18   1.03933E-14   1.00000E-30
   6.23779E+03   1.12065E+04   1.88151E-11   2.55206E+01   5.00000E-01   2.28657E-13   1.50581E-22   2.76265E-05   2.43666E-21   1.83063E-16   1.39678E-18   2.90617E-17   1.43247E-20   2.69174E-04   3.89851E-09   4.66759E-22   7.36006E-22   1.18805E-15   6.25617E-23   3.25147E-18   1.18985E-14   1.00000E-30
   6.97165E+03   9.68240E+03   1.46495E-11   2.55290E+01   5.00000E-01   2.95183E-13   1.92292E-22   3.08265E-05   3.12954E-21   2.20638E-16   1.82018E-18   3.83250E-17   1.78310E-20   2.69174E-04   4.65100E-09   6.27875E-22   9.90068E-22   1.41311E-15   8.01898E-23   4.12044E-18   1.34132E-14   1.00000E-30
   7.70550E+03   8.48255E+03   1.16956E-11   2.55344E+01   5.00000E-01   3.71582E-13   2.39466E-22   3.39683E-05   3.91992E-21   2.61765E-16   2.31291E-18   4.92841E-17   2.16961E-20   2.69174E-04   5.46123E-09   8.20957E-22   1.29454E-21   1.65427E-15   1.00231E-22   5.09257E-18   1.49327E-14   1.00000E-30
   8.43936E+03   7.51583E+03   9.53081E-12   2.55370E+01   5.00000E-01   4.58199E-13   2.92152E-22   3.70485E-05   4.81028E-21   3.06488E-16   2.87897E-18   6.20818E-17   2.59185E-20   2.69174E-04   6.32781E-09   1.04847E-21   1.65330E-21   1.91097E-15   1.22729E-22   6.16669E-18   1.64555E-14   1.00000E-30
   9.17321E+03   6.72194E+03   7.90047E-12   2.55224E+01   5.00000E-01   5.55536E-13   3.50378E-22   4.00792E-05   5.80293E-21   3.54925E-16   3.52257E-18   7.68580E-17   3.04924E-20   2.69174E-04   7.25319E-09   1.31299E-21   2.07043E-21   2.18322E-15   1.47719E-22   7.34094E-18   1.79739E-14   1.00000E-30
   9.90707E+03   6.05952E+03   6.64430E-12   2.55330E+01   5.00000E-01   6.63413E-13   4.14189E-22   4.30169E-05   6.90001E-21   4.06912E-16   4.24690E-18   9.37833E-17   3.54363E-20   2.69174E-04   8.22493E-09   1.61611E-21   2.54843E-21   2.46879E-15   1.75236E-22   8.61538E-18   1.95050E-14   1.00000E-30
   1.06409E+04   5.49926E+03   5.65748E-12   2.55421E+01   5.00000E-01   7.82372E-13   4.83594E-22   4.58854E-05   8.10357E-21   4.62595E-16   5.05615E-18   1.13001E-16   4.07435E-20   2.69173E-04   9.24748E-09   1.96026E-21   3.09114E-21   2.76802E-15   2.05307E-22   9.98779E-18   2.10375E-14   1.00000E-30
   1.13748E+04   5.01984E+03   4.86916E-12   2.55386E+01   5.00000E-01   9.12898E-13   5.58590E-22   4.86970E-05   9.41551E-21   5.22098E-16   5.95454E-18   1.34663E-16   4.64107E-20   2.69173E-04   1.03234E-08   2.34778E-21   3.70224E-21   3.08095E-15   2.37955E-22   1.14559E-17   2.25648E-14   1.00000E-30
   1.21086E+04   4.60542E+03   4.23021E-12   2.55492E+01   5.00000E-01   1.05476E-12   6.39211E-22   5.14215E-05   1.08377E-20   5.85255E-16   6.94493E-18   1.58944E-16   5.24578E-20   2.69173E-04   1.14414E-08   2.77982E-21   4.38356E-21   3.40558E-15   2.73203E-22   1.30200E-17   2.41007E-14   1.00000E-30
   1.28425E+04   4.24399E+03   3.70566E-12   2.55606E+01   5.00000E-01   1.20839E-12   7.25446E-22   5.40732E-05   1.23718E-20   6.52181E-16   8.03133E-18   1.86002E-16   5.88828E-20   2.69173E-04   1.26040E-08   3.25845E-21   5.13836E-21   3.74196E-15   3.11068E-22   1.46778E-17   2.56382E-14   1.00000E-30
   1.35763E+04   3.92629E+03   3.27013E-12   2.55613E+01   5.00000E-01   1.37433E-12   8.17272E-22   5.66670E-05   1.40195E-20   7.23040E-16   9.21805E-18   2.15998E-16   6.56819E-20   2.69173E-04   1.38152E-08   3.78586E-21   5.97009E-21   4.09036E-15   3.51564E-22   1.64268E-17   2.71696E-14   1.00000E-30
   1.43102E+04   3.64506E+03   2.90485E-12   2.55472E+01   5.00000E-01   1.55307E-12   9.14662E-22   5.92096E-05   1.57824E-20   7.97963E-16   1.05092E-17   2.49102E-16   7.28552E-20   2.69173E-04   1.50769E-08   4.36402E-21   6.88188E-21   4.45076E-15   3.94699E-22   1.82646E-17   2.86906E-14   1.00000E-30
   1.50441E+04   3.39454E+03   2.59570E-12   2.55571E+01   5.00000E-01   1.74353E-12   1.01770E-21   6.16520E-05   1.76621E-20   8.76472E-16   1.19057E-17   2.85499E-16   8.04427E-20   2.69172E-04   1.63664E-08   4.99246E-21   7.87294E-21   4.81959E-15   4.40500E-22   2.01946E-17   3.02284E-14   1.00000E-30
   1.57779E+04   3.17012E+03   2.33193E-12   2.55701E+01   5.00000E-01   1.94648E-12   1.12633E-21   6.40212E-05   1.96599E-20   9.58830E-16   1.34120E-17   3.25352E-16   8.84344E-20   2.69172E-04   1.76922E-08   5.67343E-21   8.94689E-21   5.19780E-15   4.88971E-22   2.22135E-17   3.17692E-14   1.00000E-30
   1.65118E+04   2.96804E+03   2.10519E-12   2.55761E+01   5.00000E-01   2.16252E-12   1.24052E-21   6.63317E-05   2.17773E-20   1.04523E-15   1.50324E-17   3.68834E-16   9.68263E-20   2.69172E-04   1.90590E-08   6.40893E-21   1.01068E-20   5.58582E-15   5.40113E-22   2.43185E-17   3.33052E-14   1.00000E-30
   1.72456E+04   2.78522E+03   1.90897E-12   2.55722E+01   5.00000E-01   2.39206E-12   1.36023E-21   6.85888E-05   2.40158E-20   1.13580E-15   1.67709E-17   4.16122E-16   1.05621E-19   2.69172E-04   2.04684E-08   7.20055E-21   1.13553E-20   5.98359E-15   5.93932E-22   2.65074E-17   3.48332E-14   1.00000E-30
   1.79795E+04   2.61912E+03   1.73811E-12   2.55876E+01   5.00000E-01   2.63378E-12   1.48557E-21   7.07540E-05   2.63765E-20   1.22998E-15   1.86270E-17   4.67386E-16   1.14857E-19   2.69172E-04   2.18976E-08   8.04710E-21   1.26904E-20   6.38767E-15   6.50454E-22   2.87852E-17   3.63782E-14   1.00000E-30
   1.87133E+04   2.46761E+03   1.58850E-12   2.55935E+01   5.00000E-01   2.88931E-12   1.61642E-21   7.28679E-05   2.88608E-20   1.32839E-15   2.06073E-17   5.22806E-16   1.24510E-19   2.69171E-04   2.33659E-08   8.95199E-21   1.41175E-20   6.80057E-15   7.09664E-22   3.11450E-17   3.79155E-14   1.00000E-30
   1.94472E+04   2.32892E+03   1.45679E-12   2.55936E+01   5.00000E-01   3.15870E-12   1.75276E-21   7.49270E-05   3.14699E-20   1.43100E-15   2.27148E-17   5.82561E-16   1.34589E-19   2.69171E-04   2.48702E-08   9.91608E-21   1.56380E-20   7.22158E-15   7.71566E-22   3.35864E-17   3.94478E-14   1.00000E-30
   2.01810E+04   2.20153E+03   1.34030E-12   2.56026E+01   5.00000E-01   3.44113E-12   1.89466E-21   7.69120E-05   3.42051E-20   1.53747E-15   2.49498E-17   6.46812E-16   1.45121E-19   2.69171E-04   2.63961E-08   1.09388E-20   1.72510E-20   7.64856E-15   8.36182E-22   3.61125E-17   4.09895E-14   1.00000E-30
   2.09149E+04   2.08416E+03   1.23680E-12   2.56098E+01   5.00000E-01   3.73741E-12   2.04207E-21   7.88393E-05   3.70674E-20   1.64810E-15   2.73169E-17   7.15739E-16   1.56097E-19   2.69171E-04   2.79515E-08   1.20221E-20   1.89596E-20   8.08238E-15   9.03503E-22   3.87199E-17   4.25303E-14   1.00000E-30
   2.16488E+04   1.97571E+03   1.14446E-12   2.56056E+01   5.00000E-01   4.04855E-12   2.19489E-21   8.07241E-05   4.00581E-20   1.76324E-15   2.98213E-17   7.89538E-16   1.67510E-19   2.69171E-04   2.95451E-08   1.31681E-20   2.07671E-20   8.52401E-15   9.73515E-22   4.14042E-17   4.40595E-14   1.00000E-30
   2.23826E+04   1.87523E+03   1.06176E-12   2.56239E+01   5.00000E-01   4.37174E-12   2.35338E-21   8.25198E-05   4.31783E-20   1.88181E-15   3.24574E-17   8.68304E-16   1.79419E-19   2.69171E-04   3.11409E-08   1.43732E-20   2.26678E-20   8.96848E-15   1.04628E-21   4.41770E-17   4.56146E-14   1.00000E-30
   2.31165E+04   1.78207E+03   9.83677E-13   2.56191E+01   5.00000E-01   4.72966E-12   2.52603E-21   8.43848E-05   4.66058E-20   2.01209E-15   3.53916E-17   9.56939E-16   1.92428E-19   2.69170E-04   3.28735E-08   1.57137E-20   2.47822E-20   9.44606E-15   1.12582E-21   4.71747E-17   4.72265E-14   1.00000E-30
