# 2.7433983633799905
0.000000000000000000e+00 3.692915579600815956e+00 1.818911606616716426e+03 2.500000000000000000e+05
4.016064257028111761e+00 1.797802461144865915e-01 -1.072366006317139409e+02 2.500000000000000000e+05
8.032128514056223523e+00 1.797802461144865915e-01 1.072366006317139409e+02 -1.132756395437500626e+07
1.204819277108433795e+01 3.692915579600815956e+00 -1.818911606616716426e+03 -5.347891283915852308e+08
1.606425702811244705e+01 1.371194285597008955e+00 1.451225203930659973e+03 -1.976647401013286114e+08
2.008032128514056325e+01 1.378599186180206049e+00 4.129689173491492511e+02 -1.936407629613048732e+08
2.409638554216867590e+01 1.004678718755479538e+00 2.070524416302448856e+02 -1.389515335434245765e+08
2.811244979919678499e+01 9.256085663964308541e-01 -3.510708758667935854e+02 -1.204801313247938305e+08
3.212851405622489409e+01 6.626547183838906729e-01 9.006601423905333093e+01 -8.267858173042653501e+07
3.614457831325301385e+01 7.137720346211102740e-01 -2.590246056131548471e+02 -8.415901956892527640e+07
4.016064257028112650e+01 6.110554080017117640e-01 4.636225631016088755e+00 -6.890491482565118372e+07
4.417670682730923915e+01 5.579276139942490609e-01 2.021965217032364421e+02 -6.082206506097479165e+07
4.819277108433735179e+01 5.459504307642598642e-01 2.122188263653808917e+02 -5.750558356125357747e+07
5.220883534136545734e+01 5.348357901022995353e-01 1.675489010905470764e+02 -5.397113261409565061e+07
5.622489959839356999e+01 4.946049026734299914e-01 2.116736452153986363e+02 -4.839458175441074371e+07
6.024096385542168974e+01 4.856594008084892944e-01 1.964415023978860688e+02 -4.619790310440587252e+07
6.425702811244978818e+01 4.728002124472224232e-01 2.262349515534091324e+02 -4.465826005341876298e+07
6.827309236947790794e+01 4.623369379201213714e-01 2.166721638022819718e+02 -4.336311081341481209e+07
7.228915662650602769e+01 4.681187304986080266e-01 2.044948287724601812e+02 -4.352904930578039587e+07
7.630522088353414745e+01 5.009267110852283489e-01 1.694801159778782562e+02 -4.545600942099197209e+07
8.032128514056225299e+01 5.627779272431835400e-01 1.448888125347661457e+02 -4.881162031680494547e+07
8.433734939759035854e+01 6.030709456177789640e-01 1.358661304791425550e+01 -4.958845674143169075e+07
8.835341365461847829e+01 5.571026249562091026e-01 -1.924291090409868445e+02 -4.430873983312472701e+07
9.236947791164658383e+01 4.645793061539462143e-01 -1.543563106282814203e+02 -3.692289284690728784e+07
9.638554216867470359e+01 3.910177017569000379e-01 -3.026713425678549640e+01 -3.150783790549260750e+07
1.004016064257028091e+02 3.501358044061617103e-01 4.193293356897972046e+01 -2.851248481655880064e+07
1.044176706827309147e+02 3.284432918677529512e-01 9.373560549117915741e+01 -2.676837728114328906e+07
1.084337349397590344e+02 3.219578383358093765e-01 1.152356282026580914e+02 -2.620116903683885932e+07
1.124497991967871400e+02 3.160575903802965159e-01 1.466047078602359193e+02 -2.569541571316055208e+07
1.164658634538152597e+02 3.156203235244224858e-01 1.377719607597842071e+02 -2.557160847337650880e+07
1.204819277108433795e+02 3.183129015205541368e-01 1.214565016203124372e+02 -2.564342240961074829e+07
1.244979919678714850e+02 3.267344954571196891e-01 1.088198217246777233e+02 -2.599753033040640131e+07
1.285140562248995764e+02 3.438649083331640766e-01 8.244800018953390008e+01 -2.696673266359063610e+07
1.325301204819277245e+02 3.698345204177865275e-01 2.361112047606525266e+01 -2.857224187386643142e+07
1.365461847389558159e+02 3.978668507617887928e-01 -9.702356187213098337e+01 -3.040065020645406842e+07
1.405622489959839356e+02 4.314098414509426882e-01 -1.635802856899366589e+02 -3.256871236659796536e+07
1.445783132530120554e+02 4.404408774169021323e-01 -1.992476383978660976e+02 -3.324657432671030983e+07
1.485943775100401467e+02 4.459381719554485479e-01 -7.110278755818343654e+01 -3.365255712999241799e+07
