# 168.41911960193542
0.000000000000000000e+00 6.017686500939319671e+00 -2.425016498450952795e+00
2.004008016032063892e+02 6.043445097581022551e+00 8.166855967545961548e+00
4.008016032064127785e+02 6.043445097581022551e+00 -8.166855967545961548e+00
6.012024048096192246e+02 6.017686500939319671e+00 2.425016498450952795e+00
8.016032064128255570e+02 6.017057402241488440e+00 -2.034821735431764722e+01
1.002004008016032003e+03 5.992467363133566316e+00 -1.988678963043957992e+01
1.202404809619238449e+03 5.992689944141388558e+00 -5.104024721634556272e+01
1.402805611222444895e+03 5.963426670717435485e+00 -5.560438928808374470e+01
1.603206412825651114e+03 5.964154089346913601e+00 -8.453126636455886000e+01
1.803607214428857787e+03 5.934479410137958766e+00 -8.529105440065450239e+01
2.004008016032064006e+03 5.933936669976100475e+00 -1.085919470994645764e+02
2.204408817635270680e+03 5.908055424379873521e+00 -1.084285513394557654e+02
2.404809619238476898e+03 5.904527552940278312e+00 -1.346541973959728864e+02
2.605210420841683117e+03 5.879762984126856828e+00 -1.409019208577974211e+02
2.805611222444889790e+03 5.874925719832463145e+00 -1.669981156690353430e+02
3.006012024048096009e+03 5.844622696420704422e+00 -1.719739484247738233e+02
3.206412825651302228e+03 5.835847307231645686e+00 -1.862856461071289971e+02
3.406813627254508901e+03 5.805975494260413150e+00 -1.811261013915335241e+02
3.607214428857715575e+03 5.795763447696129944e+00 -1.920689166769214467e+02
3.807615230460922248e+03 5.774862716896754122e+00 -1.884878820120843841e+02
4.008016032064128012e+03 5.769920338481862920e+00 -2.067695770990257245e+02
4.208416833667334686e+03 5.751765690385298058e+00 -2.137564679457336183e+02
4.408817635270541359e+03 5.747840350037482615e+00 -2.359141751864958678e+02
4.609218436873747123e+03 5.728543629157694994e+00 -2.469347838648084803e+02
4.809619238476953797e+03 5.719956552343867351e+00 -2.668463342789781336e+02
5.010020040080160470e+03 5.700880772403724706e+00 -2.757508701331812517e+02
5.210420841683366234e+03 5.691217597598295264e+00 -2.933668658069746016e+02
5.410821643286572908e+03 5.674254953838596904e+00 -3.022207606979005163e+02
5.611222444889779581e+03 5.664359102438547566e+00 -3.181989545748519390e+02
5.811623246492986254e+03 5.646591045424157684e+00 -3.273373999802232674e+02
6.012024048096192018e+03 5.631334260339548869e+00 -3.411849229125840566e+02
6.212424849699398692e+03 5.607853537908321861e+00 -3.459018455698038110e+02
6.412825651302604456e+03 5.586619781510515637e+00 -3.534031729488995666e+02
6.613226452905811129e+03 5.562617720616209738e+00 -3.566012768950297414e+02
6.813627254509017803e+03 5.546583696616192327e+00 -3.649276941734222532e+02
7.014028056112224476e+03 5.530389217836964022e+00 -3.745070746760320617e+02
7.214428857715431150e+03 5.521415165562252980e+00 -3.875645236836706431e+02
7.414829659318637823e+03 5.510152705279627305e+00 -3.998745268816619500e+02
7.615230460921844497e+03 5.500355451289042463e+00 -4.136015242721086906e+02
7.815631262525049351e+03 5.487839961189489024e+00 -4.254260148818925131e+02
8.016032064128256025e+03 5.476045802787103511e+00 -4.393108768233860246e+02
8.216432865731463608e+03 5.462944046803179354e+00 -4.537552012631334151e+02
8.416833667334669371e+03 5.451942892690397890e+00 -4.699923886792849999e+02
8.617234468937875135e+03 5.439492944902463378e+00 -4.851265417535806250e+02
8.817635270541082718e+03 5.425915327006104683e+00 -4.992011471847774828e+02
9.018036072144288482e+03 5.408587328877016986e+00 -5.082232914824568297e+02
9.218436873747494246e+03 5.387995447822241601e+00 -5.147118616448378816e+02
9.418837675350701829e+03 5.364989055560848819e+00 -5.178663045745132649e+02
9.619238476953907593e+03 5.343124981870409407e+00 -5.218486853682954916e+02
9.819639278557115176e+03 5.323383281687231516e+00 -5.277519226540916861e+02
