# 789463160.1691432
0.000000000000000000e+00 3.446984204283670333e-18 1.842256229008736271e-12 1.026513634425031478e-14
7.183673469387754822e+10 3.446984204283670333e-18 1.842253234462978110e-12 1.024057856661986582e-14
1.436734693877550964e+11 3.446984204283670333e-18 1.842256229008736271e-12 1.024058070026385851e-14
2.155102040816326294e+11 3.446991347564087560e-18 1.842257052215155936e-12 1.024059195814675734e-14
2.873469387755101929e+11 3.447007118866750927e-18 1.842257159429256610e-12 1.024061489415474468e-14
3.591836734693877563e+11 3.447029242122256086e-18 1.842257234895494501e-12 1.024064728518100114e-14
4.310204081632652588e+11 3.447055630895479014e-18 1.842257323870971911e-12 1.024068629874204003e-14
5.028571428571428833e+11 3.447084952125713327e-18 1.842257415436800952e-12 1.024073001571140527e-14
5.746938775510203857e+11 3.447116396915987909e-18 1.842257500137073318e-12 1.024077693227475427e-14
6.465306122448979492e+11 3.447149454057612981e-18 1.842257575104867843e-12 1.024082634196680563e-14
7.183673469387755127e+11 3.447183780862994500e-18 1.842257640681891708e-12 1.024087839854626697e-14
7.902040816326530762e+11 3.447219135444966880e-18 1.842257698170411137e-12 1.024093124614721942e-14
8.620408163265305176e+11 3.447255340025011066e-18 1.842257748960781837e-12 1.024098508912017089e-14
9.338775510204080811e+11 3.447292259781540568e-18 1.842257794279665402e-12 1.024104366305586629e-14
1.005714285714285767e+12 3.447329789899168123e-18 1.842257835141812917e-12 1.024109840410048340e-14
1.077551020408163330e+12 3.447367847188755715e-18 1.842257872360075545e-12 1.024115161320204802e-14
1.149387755102040771e+12 3.447406364488726586e-18 1.842257906607993582e-12 1.024122585245591739e-14
1.221224489795918213e+12 3.447445286827528884e-18 1.842257938431361233e-12 1.024127485612416069e-14
1.293061224489795898e+12 3.447484568541318945e-18 1.842257968229980979e-12 1.024131228903744251e-14
1.364897959183673584e+12 3.447524171277443325e-18 1.842257996400307807e-12 1.024146679449788622e-14
1.436734693877551025e+12 3.447564062809494219e-18 1.842258023307756830e-12 1.024147111553478946e-14
1.508571428571428467e+12 3.447604215368771200e-18 1.842258048992878072e-12 1.024129163970113700e-14
1.580408163265306152e+12 3.447644604243588958e-18 1.842258073643305421e-12 1.024204587722798695e-14
1.652244897959183594e+12 3.447685210344670300e-18 1.842258098456039903e-12 1.024219444697219572e-14
1.724081632653061035e+12 3.447726016620125781e-18 1.842258121912329447e-12 1.023864761167038739e-14
1.795918367346938965e+12 3.447766998365135646e-18 1.842258142466772468e-12 1.024422270470685785e-14
1.867755102040816162e+12 3.447808149746748733e-18 1.842258169585663476e-12 1.025327070781969272e-14
1.939591836734694092e+12 3.447849485199652434e-18 1.842258197630084771e-12 1.020968349633168639e-14
2.011428571428571533e+12 3.447890894733473787e-18 1.842258184892792172e-12 1.023452636260105756e-14
2.083265306122448975e+12 3.447932426360261175e-18 1.842258250502054271e-12 1.041318286254157219e-14
2.155102040816326660e+12 3.447974515602571113e-18 1.842258383610507646e-12 9.967821018719271836e-15
2.226938775510204102e+12 3.448016103654571848e-18 1.842258002541841936e-12 9.805315295121239842e-15
2.298775510204081543e+12 3.448057158026039768e-18 1.842258315048895365e-12 1.231983348742485964e-14
2.370612244897958984e+12 3.448099999769103120e-18 1.842258757041643508e-12 8.812468182506668368e-15
