# 27728227867.414963
0.000000000000000000e+00 3.446984204283670333e-18 -1.016639609105765698e-14 2.500000000000000000e+05 1.026513634425031478e-14
7.183673469387754822e+10 3.446984204283670333e-18 -8.537744286287976933e-15 2.500000000000000000e+05 1.024057856661986582e-14
1.436734693877550964e+11 8.931903092327450611e-02 -2.634339448689587471e+02 -2.179109335726255085e+05 0.000000000000000000e+00
2.155102040816326294e+11 8.927762121193193179e-02 -2.211293859276490821e+02 -2.909216640372235561e+05 0.000000000000000000e+00
2.873469387755101929e+11 1.089580144698241992e-01 -2.387578641344227890e+02 -3.309584437889391556e+05 0.000000000000000000e+00
3.591836734693877563e+11 1.182284371776959886e-01 -2.386892702166841218e+02 -3.826503957888312289e+05 0.000000000000000000e+00
4.310204081632652588e+11 1.248963718459239064e-01 -2.407041836684705913e+02 -4.067807638077232405e+05 0.000000000000000000e+00
5.028571428571428833e+11 1.295183869116101338e-01 -2.406111081150696123e+02 -4.244418390558601823e+05 0.000000000000000000e+00
5.746938775510203857e+11 1.334314341655138125e-01 -2.408099036264345614e+02 -4.374484491603948991e+05 0.000000000000000000e+00
6.465306122448979492e+11 1.367697884510485629e-01 -2.407044752827252978e+02 -4.482809703917800216e+05 0.000000000000000000e+00
7.183673469387755127e+11 1.397828180160184119e-01 -2.406401482619868375e+02 -4.574583034938809578e+05 0.000000000000000000e+00
7.902040816326530762e+11 1.425381621554884792e-01 -2.404979076002323097e+02 -4.655474392334148288e+05 0.000000000000000000e+00
8.620408163265305176e+11 1.451111202381647480e-01 -2.403626781494338331e+02 -4.727809398173585068e+05 0.000000000000000000e+00
9.338775510204080811e+11 1.475326006975553883e-01 -2.402013733318484014e+02 -4.793504006201078882e+05 0.000000000000000000e+00
1.005714285714285767e+12 1.498362108848884655e-01 -2.400360743340150407e+02 -4.853739120012228959e+05 0.000000000000000000e+00
1.077551020408163330e+12 1.520405819019360338e-01 -2.398598337158986169e+02 -4.909481375617125886e+05 0.000000000000000000e+00
1.149387755102040771e+12 1.541627343372964642e-01 -2.396785133842816435e+02 -4.961396976742313709e+05 0.000000000000000000e+00
1.221224489795918213e+12 1.562142723711474612e-01 -2.394909561203794510e+02 -5.010030278520322172e+05 0.000000000000000000e+00
1.293061224489795898e+12 1.582050845071807654e-01 -2.392989299588200254e+02 -5.055793349528567051e+05 0.000000000000000000e+00
1.364897959183673584e+12 1.601427162311555297e-01 -2.391024429009293897e+02 -5.099025242916287971e+05 0.000000000000000000e+00
1.436734693877551025e+12 1.620335021632270667e-01 -2.389021478948028232e+02 -5.139998350717194262e+05 0.000000000000000000e+00
1.508571428571428467e+12 1.638825771493597760e-01 -2.386982270415253140e+02 -5.178940336120827706e+05 0.000000000000000000e+00
1.580408163265306152e+12 1.656942819454930993e-01 -2.384909886702647270e+02 -5.216040989974247059e+05 0.000000000000000000e+00
1.652244897959183594e+12 1.674722605045492752e-01 -2.382806011270105842e+02 -5.251461757336478913e+05 0.000000000000000000e+00
1.724081632653061035e+12 1.692196345423341575e-01 -2.380672455158768344e+02 -5.285340577925798716e+05 0.000000000000000000e+00
1.795918367346938965e+12 1.709390843937486082e-01 -2.378510523105432810e+02 -5.317796733803597745e+05 0.000000000000000000e+00
1.867755102040816162e+12 1.726329377200135351e-01 -2.376321418007088653e+02 -5.348934022218243917e+05 0.000000000000000000e+00
1.939591836734694092e+12 1.743032255052598400e-01 -2.374106099134711485e+02 -5.378843552012565779e+05 0.000000000000000000e+00
2.011428571428571533e+12 1.759517334733738947e-01 -2.371865406340488960e+02 -5.407605814418060472e+05 0.000000000000000000e+00
2.083265306122448975e+12 1.775800398798990931e-01 -2.369600045936375921e+02 -5.435292412725182949e+05 0.000000000000000000e+00
2.155102040816326660e+12 1.791895479338951880e-01 -2.367310642356649169e+02 -5.461967402134818258e+05 0.000000000000000000e+00
2.226938775510204102e+12 1.807815111868505131e-01 -2.364997747610925956e+02 -5.487688374457742320e+05 0.000000000000000000e+00
2.298775510204081543e+12 1.823570546945806614e-01 -2.362661861260708349e+02 -5.512507310572514543e+05 0.000000000000000000e+00
2.370612244897958984e+12 1.839171921437430524e-01 -2.360303435765393090e+02 -5.536471273161171703e+05 0.000000000000000000e+00
