# 429.3882421416383
0.000000000000000000e+00 1.491519233700927094e+00 1.491519233700927094e+00
1.010101010101010166e+00 1.471749500956633483e+00 1.471749500956633483e+00
2.020202020202020332e+00 1.469451409663316221e+00 1.469451409663316221e+00
3.030303030303030276e+00 1.486993628625469910e+00 1.486993628625469910e+00
4.040404040404040664e+00 1.491986601210375518e+00 1.491986601210375518e+00
5.050505050505050164e+00 1.480360625282679754e+00 1.480360625282679754e+00
6.060606060606060552e+00 1.473055828582390037e+00 1.473055828582390037e+00
7.070707070707070052e+00 1.476816256030746288e+00 1.476816256030746288e+00
8.080808080808081328e+00 1.483282337046271770e+00 1.483282337046271770e+00
9.090909090909091717e+00 1.487433754832226507e+00 1.487433754832226507e+00
1.010101010101010033e+01 1.484503668293116307e+00 1.484503668293116307e+00
1.111111111111111072e+01 1.478050176237722724e+00 1.478050176237722724e+00
1.212121212121212110e+01 1.475170664720370839e+00 1.475170664720370839e+00
1.313131313131313327e+01 1.479126396069141869e+00 1.479126396069141869e+00
1.414141414141414010e+01 1.484376152630866086e+00 1.484376152630866086e+00
1.515151515151515227e+01 1.485950806654461998e+00 1.485950806654461998e+00
1.616161616161616266e+01 1.482694144070450859e+00 1.482694144070450859e+00
1.717171717171716949e+01 1.478692208386117368e+00 1.478692208386117368e+00
1.818181818181818343e+01 1.477658060283208563e+00 1.477658060283208563e+00
1.919191919191919027e+01 1.480272062486671869e+00 1.480272062486671869e+00
2.020202020202020066e+01 1.483575370413428907e+00 1.483575370413428907e+00
2.121212121212121104e+01 1.484517925432033758e+00 1.484517925432033758e+00
2.222222222222222143e+01 1.482348238524818340e+00 1.482348238524818340e+00
2.323232323232323182e+01 1.479227580012649312e+00 1.479227580012649312e+00
2.424242424242424221e+01 1.477943824625779445e+00 1.477943824625779445e+00
2.525252525252525260e+01 1.479614093375782202e+00 1.479614093375782202e+00
2.626262626262626654e+01 1.482899695463940182e+00 1.482899695463940182e+00
2.727272727272726982e+01 1.485228471401552452e+00 1.485228471401552452e+00
2.828282828282828021e+01 1.484744434490072651e+00 1.484744434490072651e+00
2.929292929292929415e+01 1.481693089146222331e+00 1.481693089146222331e+00
3.030303030303030454e+01 1.478215224474572986e+00 1.478215224474572986e+00
3.131313131313131493e+01 1.476764908548627853e+00 1.476764908548627853e+00
3.232323232323232531e+01 1.478420609331725144e+00 1.478420609331725144e+00
3.333333333333332860e+01 1.482252222711399670e+00 1.482252222711399670e+00
3.434343434343433898e+01 1.485936488271330402e+00 1.485936488271330402e+00
3.535353535353535648e+01 1.487142404054962563e+00 1.487142404054962563e+00
3.636363636363636687e+01 1.484953827612525812e+00 1.484953827612525812e+00
3.737373737373737725e+01 1.480521482970114766e+00 1.480521482970114766e+00
3.838383838383838054e+01 1.476481963629042049e+00 1.476481963629042049e+00
3.939393939393939092e+01 1.475552145233281598e+00 1.475552145233281598e+00
4.040404040404040131e+01 1.479347024145339917e+00 1.479347024145339917e+00
4.141414141414141170e+01 1.488184298939930761e+00 1.488184298939930761e+00
4.242424242424242209e+01 1.501700343313577157e+00 1.501700343313577157e+00
4.343434343434343958e+01 1.521648499191872617e+00 1.521648499191872617e+00
4.444444444444444287e+01 1.552047092598055400e+00 1.552047092598055400e+00
4.545454545454545325e+01 1.616062051906960173e+00 1.616062051906960173e+00
4.646464646464646364e+01 1.709829942828680283e+00 1.709829942828680283e+00
4.747474747474747403e+01 1.932629925991281583e+00 1.932629925991281583e+00
4.848484848484848442e+01 2.067539767525043537e+00 2.067539767525043537e+00
4.949494949494949481e+01 2.204773223996067788e+00 2.204773223996067788e+00
5.050505050505050519e+01 2.204773223996066900e+00 2.204773223996066900e+00
5.151515151515151558e+01 2.067539767525040428e+00 2.067539767525040428e+00
5.252525252525253308e+01 1.932629925991276920e+00 1.932629925991276920e+00
5.353535353535353636e+01 1.709829942828677840e+00 1.709829942828677840e+00
5.454545454545453964e+01 1.616062051906959729e+00 1.616062051906959729e+00
5.555555555555555713e+01 1.552047092598054956e+00 1.552047092598054956e+00
5.656565656565656042e+01 1.521648499191872839e+00 1.521648499191872839e+00
5.757575757575757791e+01 1.501700343313577379e+00 1.501700343313577379e+00
5.858585858585858830e+01 1.488184298939931427e+00 1.488184298939931427e+00
5.959595959595959158e+01 1.479347024145340361e+00 1.479347024145340361e+00
6.060606060606060908e+01 1.475552145233282264e+00 1.475552145233282264e+00
6.161616161616161236e+01 1.476481963629042937e+00 1.476481963629042937e+00
6.262626262626262985e+01 1.480521482970115876e+00 1.480521482970115876e+00
6.363636363636363313e+01 1.484953827612526700e+00 1.484953827612526700e+00
6.464646464646465063e+01 1.487142404054963007e+00 1.487142404054963007e+00
